bad_cp,bad_as,decision,,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres,,
NA,,,14513,bémol,bemOl,NOM,1,0.88,0.88,1.01,0.81,CVCVC,CVCVC,2,5,,
NA,x,x,14536,bénef,benEf,NOM,1,0.71,0.43,0.68,0.61,CVCVC,CVCVC,2,5,,
NA,x,x,15039,bidasse,bidas,NOM,1,0.37,0.21,0.81,0.34,CVCVC,CVCVCCV,2,7,,
NA,x,x,15217,bigleux,bigl2,ADJ,1,1.02,0.98,0.41,0.34,CVCCV,CVCCVVC,2,7,,
NA,x,x,15218,bigleux,bigl2,NOM,1,1.88,1.75,0.2,0.14,CVCCV,CVCCVVC,2,7,,
NA,x,x,15295,bilingue,bil5g,ADJ,1,0.34,0.3,0.88,0.54,CVCVC,CVCVCCVV,2,8,,
NA,,,15296,bilingue,bil5g,NOM,1,0.39,0.38,0,0,CVCVC,CVCVCCVV,2,8,,
NA,,,15333,binaire,binER,ADJ,1,0.68,0.45,0.34,0.27,CVCVC,CVCVVCV,2,7,,
NA,x,x,15421,bipède,bipEd,ADJ,1,0.56,0.45,0.07,0,CVCVC,CVCVCV,2,6,,
NA,,,15422,bipède,bipEd,NOM,1,0.78,0.58,0.47,0.2,CVCVC,CVCVCV,2,6,,
NA,x,x,15436,biplan,bipl@,NOM,1,0.32,0.32,0.68,0.54,CVCCV,CVCCVC,2,6,,
NA,x,x,15446,biquette,bikEt,NOM,1,0.46,0.05,1.35,1.01,CVCVC,CVCVVCCV,2,8,,
NA,x,x,15456,birman,biRm@,ADJ,1,0.36,0.16,0,0,CVCCV,CVCCVC,2,6,,
NA,x,x,16136,bobonne,bobOn,NOM,1,0.79,0.79,1.15,1.08,CVCVC,CVCVCCV,2,7,,
NA,x,x,16398,bondage,b§daZ,NOM,1,0.41,0.41,0.07,0,CVCVC,CVCCVCV,2,7,,
NA,x,x,16453,boniche,boniS,NOM,1,1.28,1.16,1.22,0.81,CVCVC,CVCVCCV,2,7,,
NA,x,x,16531,booster,buste,NOM,1,0.63,0.52,0,0,CVCCV,CVVCCVC,2,7,,
NA,,,16555,bordeaux,bORdo,ADJ,1,0.7,0.7,1.62,1.62,CVCCV,CVCCVVVC,2,8,,
NA,x,x,16702,bosseur,bos9R,ADJ,1,0.34,0.2,0.14,0.07,CVCVC,CVCCVVC,2,7,,
NA,x,x,16703,bosseur,bos9R,NOM,1,0.59,0.53,0.34,0,CVCVC,CVCCVVC,2,7,,
NA,x,x,17011,bouffeur,buf9R,ADJ,1,0.34,0.23,0.27,0.2,CVCVC,CVVCCVVC,2,8,,
NA,x,x,17012,bouffeur,buf9R,NOM,1,0.84,0.32,0.34,0.14,CVCVC,CVVCCVVC,2,8,,
NA,x,x,17074,bougeotte,buZOt,NOM,1,1.04,1.04,1.15,1.15,CVCVC,CVVCVVCCV,2,9,,
NA,x,x,17719,boxon,bOks§,NOM,1,0.62,0.6,1.01,0.74,CVCCV,CVCVC,2,5,,
NA,,,19019,buccal,bykal,ADJ,1,0.54,0.16,0.34,0.14,CVCVC,CVCCVC,2,6,,
NA,x,x,19171,burette,byREt,NOM,1,1.03,0.61,1.62,0.88,CVCVC,CVCVCCV,2,7,,
NA,x,x,19256,buteur,byt9R,NOM,1,0.39,0.39,0,0,CVCVC,CVCVVC,2,6,,
NA,x,x,19326,cabale,kabal,NOM,1,0.73,0.73,0.88,0.41,CVCVC,CVCVCV,2,6,,
NA,,,19376,câbler,kable,VER,1,0.47,0.12,0.61,0,CVCCV,CVCCVC,2,6,,
NA,x,x,19388,caboche,kabOS,NOM,1,1.13,1.12,1.49,1.22,CVCVC,CVCVCCV,2,7,,
NA,x,x,19627,cador,kadOR,NOM,1,0.45,0.41,1.96,1.42,CVCVC,CVCVC,2,5,,
NA,,,19669,cafard,kafaR,ADJ,1,0.51,0.29,0.68,0.47,CVCVC,CVCVCC,2,6,,
NA,x,x,19728,cafter,kafte,VER,1,1.05,0.32,1.22,0.54,CVCCV,CVCCVC,2,6,,
NA,,,19752,cagnotte,kaNOt,NOM,1,1.09,1.09,1.01,1.01,CVCVC,CVCCVCCV,2,8,,
NA,x,x,19915,calanque,kal@k,NOM,1,0.4,0.14,0.41,0.14,CVCVC,CVCVCCVV,2,8,,
NA,,,20158,calmant,kalm@,ADJ,1,0.81,0.48,1.08,0.34,CVCCV,CVCCVCC,2,7,,
NA,,,20246,calquer,kalke,VER,1,0.36,0.03,1.35,0.2,CVCCV,CVCCVVC,2,7,,
NA,x,x,20251,calter,kalte,VER,1,0.47,0.02,1.62,0.54,CVCCV,CVCCVC,2,6,,
NA,x,x,20648,canine,kanin,ADJ,1,0.54,0.41,1.08,1.01,CVCVC,CVCVCV,2,6,,
NA,,,20649,canine,kanin,NOM,1,0.47,0.23,1.15,0.68,CVCVC,CVCVCV,2,6,,
NA,x,x,20692,cannette,kanEt,NOM,1,0.66,0.42,0.14,0.14,CVCVC,CVCCVCCV,2,8,,
NA,,,21054,capuche,kapyS,NOM,1,1.6,1.53,0.74,0.61,CVCVC,CVCVCCV,2,7,,
NA,,,21312,carence,kaR@s,NOM,1,1.06,0.91,1.76,1.49,CVCVC,CVCVCCV,2,7,,
NA,x,x,21423,carlin,kaRl5,NOM,1,0.96,0.86,0.47,0.34,CVCCV,CVCCVC,2,6,,
NA,,,21497,carotte,kaROt,ADJ,1,0.45,0.45,0.68,0.68,CVCVC,CVCVCCV,2,7,,
NA,x,x,21611,carter,kaRte,VER,1,0.32,0.3,0.2,0,CVCCV,CVCCVC,2,6,,
NA,x,x,21743,casher,kaSER,ADJ,1,0.53,0.53,0.07,0.07,CVCVC,CVCCVC,2,6,,
NA,x,x,22017,catcher,katSe,VER,1,0.5,0.33,0.07,0,CVCCV,CVCCCVC,2,7,,
NA,x,x,22063,cathode,katOd,NOM,1,0.32,0.32,0,0,CVCVC,CVCCVCV,2,7,,
NA,x,x,22154,causette,kozEt,NOM,1,0.71,0.69,1.76,1.62,CVCVC,CVVCVCCV,2,8,,
NA,x,x,22157,causeur,koz9R,NOM,1,0.58,0.13,0.68,0.34,CVCVC,CVVCVVC,2,7,,
NA,x,x,22313,cégep,seZEp,NOM,1,0.54,0.54,0,0,CVCVC,CVCVC,2,5,,
NA,x,x,22474,censeur,s@s9R,NOM,1,0.88,0.68,1.96,1.08,CVCVC,CVCCVVC,2,7,,
NA,,,22498,centaure,s@toR,NOM,1,0.59,0.42,0.74,0.41,CVCVC,CVCCVVCV,2,8,,
NA,x,x,22513,centile,s@til,NOM,1,0.96,0.96,0,0,CVCVC,CVCCVCV,2,7,,
NA,x,x,22548,centrer,s@tRe,VER,1,1.38,0.11,1.82,0.14,CVCCV,CVCCCVC,2,7,,
NA,x,x,22754,césar,sezaR,NOM,1,0.59,0.01,1.15,0.2,CVCVC,CVCVC,2,5,,
NA,x,x,22951,chamade,Samad,NOM,1,0.75,0.75,1.35,1.35,CVCVC,CCVCVCV,2,7,,
NA,x,x,22974,chaman,Saman,NOM,1,1.03,0.97,0.41,0.2,CVCVC,CCVCVC,2,6,,
NA,x,x,23018,chambrée,S@bRe,NOM,1,0.98,0.64,1.89,1.62,CVCCV,CCVCCCVV,2,8,,
NA,,,23162,changeur,S@Z9R,NOM,1,0.47,0.42,0.61,0.41,CVCVC,CCVCCVVC,2,8,,
NA,,,23339,charade,SaRad,NOM,1,0.53,0.12,0.74,0.27,CVCVC,CCVCVCV,2,7,,
NA,x,x,23457,charlot,SaRlo,NOM,1,0.46,0.18,0.2,0,CVCCV,CCVCCVC,2,7,,
NA,,,23476,charmé,SaRme,ADJ,1,0.73,0.39,1.08,0.81,CVCCV,CCVCCV,2,6,,
NA,x,x,23743,châtrer,SatRe,VER,1,0.94,0.47,0.68,0.2,CVCCV,CCVCCVC,2,7,,
NA,x,,23798,chauffard,SofaR,NOM,1,1.62,1.38,0.95,0.47,CVCVC,CCVVCCVCC,2,9,,
NA,x,x,23926,cheddar,SEdaR,NOM,1,0.53,0.53,0,0,CVCVC,CCVCCVC,2,7,,
NA,x,x,23947,chelem,SelEm,NOM,1,0.31,0.31,0.2,0.2,CVCVC,CCVCVC,2,6,,
NA,,,24405,chiffrer,SifRe,VER,1,0.64,0.19,1.01,0.27,CVCCV,CCVCCCVC,2,8,,
NA,x,x,24417,chignole,SiNOl,NOM,1,0.31,0.3,0.47,0.34,CVCVC,CCVCCVCV,2,8,,
NA,x,x,24630,chochotte,SoSOt,ADJ,1,0.37,0.35,0.54,0.47,CVCVC,CCVCCVCCV,2,9,,
NA,x,x,24631,chochotte,SoSOt,NOM,1,1.65,1.37,0.61,0.27,CVCVC,CCVCCVCCV,2,9,,
NA,,,25097,cibler,sible,VER,1,1.9,0.76,0.81,0.14,CVCCV,CVCCVC,2,6,,
NA,,,25447,cireur,siR9R,NOM,1,0.45,0.36,1.22,0.74,CVCVC,CVCVVC,2,6,,
NA,x,x,25460,cirrhose,siRoz,NOM,1,0.9,0.9,0.27,0.27,CVCVC,CVCCCVCV,2,8,,
NA,x,x,25555,cithare,sitaR,NOM,1,0.34,0.34,0.95,0.54,CVCVC,CVCCVCV,2,7,,
NA,x,x,26384,cocagne,kokaN,NOM,1,0.56,0.56,0.81,0.74,CVCVC,CVCVCCV,2,7,,
NA,x,x,26457,cocker,kokER,NOM,1,0.47,0.47,1.08,1.08,CVCVC,CVCCVC,2,6,,
NA,,,26651,cogneur,koN9R,NOM,1,0.48,0.24,0.47,0.34,CVCVC,CVCCVVC,2,7,,
NA,,,26865,collage,kolaZ,NOM,1,1.31,1.22,0.81,0.74,CVCVC,CVCCVCV,2,7,,
NA,x,x,27021,collyre,koliR,NOM,1,0.5,0.5,0.47,0.27,CVCVC,CVCCVCV,2,7,,
NA,x,x,27217,comanche,kOm@S,NOM,1,0.36,0.36,0.07,0.07,CVCVC,CVCVCCCV,2,8,,
NA,x,x,27376,comics,komik,NOM,1,0.69,0.69,0.41,0.41,CVCVC,CVCVCC,2,6,,
NA,x,x,28408,conasse,konas,NOM,1,0.34,0.34,0.27,0.2,CVCVC,CVCVCCV,2,7,,
NA,,,28702,concret,k§kRE,NOM,1,1.27,1.25,0.74,0.74,CVCCV,CVCCCVC,2,7,,
NA,x,x,28857,condor,k§dOR,NOM,1,1.33,1.3,0.61,0.47,CVCVC,CVCCVC,2,6,,
NA,x,x,28990,confesse,k§fEs,NOM,1,0.72,0.72,0.95,0.95,CVCVC,CVCCVCCV,2,8,,
NA,,,29991,consonne,k§sOn,NOM,1,0.45,0.2,1.69,0.07,CVCVC,CVCCVCCV,2,8,,
NA,x,,31603,coquard,kokaR,NOM,1,0.34,0.3,0.41,0.34,CVCVC,CVCVVCC,2,7,,
NA,x,x,31696,corder,kORde,VER,1,0.31,0.16,0.47,0,CVCCV,CVCCVC,2,6,,
NA,,,31771,cornée,kORne,NOM,1,0.85,0.78,1.22,1.08,CVCCV,CVCCVV,2,6,,
NA,,,31822,cornu,kORny,ADJ,1,0.42,0.17,1.62,0.61,CVCCV,CVCCV,2,5,,
NA,x,x,31870,corral,koRal,NOM,1,0.9,0.87,1.08,0.95,CVCVC,CVCCVC,2,6,,
NA,x,x,32040,corsé,kORse,ADJ,1,0.49,0.23,1.28,0.81,CVCCV,CVCCV,2,5,,
NA,,,32046,corser,kORse,VER,1,1.81,0.29,1.69,0.74,CVCCV,CVCCVC,2,6,,
NA,x,x,32060,corso,kORso,NOM,1,0.48,0.48,1.08,1.01,CVCCV,CVCCV,2,5,,
NA,x,x,32117,cosmo,kOsmo,ADV,1,1.07,1.07,0.07,0.07,CVCCV,CVCCV,2,5,,
NA,x,x,32270,cottage,kotaZ,NOM,1,1.54,1.49,0.68,0.47,CVCVC,CVCCVCV,2,7,,
NA,x,,32288,couchage,kuSaZ,NOM,1,1.86,1.86,1.28,1.28,CVCVC,CVVCCVCV,2,8,,
NA,x,x,32386,couguar,kugaR,NOM,1,0.72,0.65,1.01,0.41,CVCVC,CVVCVVC,2,7,,
NA,,,32581,coupeur,kup9R,NOM,1,0.55,0.3,0.41,0.27,CVCVC,CVVCVVC,2,7,,
NA,,,32598,coupler,kuple,VER,1,0.42,0.01,0.95,0.14,CVCCV,CVVCCVC,2,7,,
NA,,,32987,couveuse,kuv2z,NOM,1,0.51,0.51,0.95,0.74,CVCVC,CVVCVVCV,2,8,,
NA,,,34778,cupide,kypid,ADJ,1,1.47,1.02,1.15,0.88,CVCVC,CVCVCV,2,6,,
NA,x,x,34950,cyclo,siklo,NOM,1,1.06,1.06,0.07,0.07,CVCCV,CVCCV,2,5,,
NA,x,x,34968,cymbale,s5bal,NOM,1,0.45,0.19,1.89,0.14,CVCVC,CVCCVCV,2,7,,
NA,,,34980,cynique,sinik,NOM,1,1.01,0.92,1.69,1.15,CVCVC,CVCVCVV,2,7,,
NA,x,x,35316,datcha,datSa,NOM,1,1.74,1.74,1.15,0.74,CVCCV,CVCCCV,2,6,,
NA,,,36976,décompte,dek§t,NOM,1,1.15,1.11,0.81,0.61,CVCVC,CVCVCCCV,2,8,,
NA,,,37405,décrit,dekRi,ADJ,1,1.54,1.26,1.28,0.95,CVCCV,CVCCVC,2,6,,
NA,x,x,38050,défonce,def§s,NOM,1,0.64,0.64,0.95,0.95,CVCVC,CVCVCCV,2,7,,
NA,x,x,41199,derby,dERbi,NOM,1,0.39,0.36,0.2,0.14,CVCCV,CVCCV,2,5,,
NA,x,x,43320,déveine,devEn,NOM,1,0.33,0.33,1.08,1.01,CVCVC,CVCVVCV,2,7,,
NA,x,x,44299,dinar,dinaR,NOM,1,1.74,0.34,0.14,0.07,CVCVC,CVCVC,2,5,,
NA,,,44333,dînette,dinEt,NOM,1,0.59,0.49,1.55,1.35,CVCVC,CVCVCCV,2,7,,
NA,x,x,44463,dirham,diRam,NOM,1,0.43,0.14,0.14,0,CVCVC,CVCCVC,2,6,,
NA,x,x,44514,dirlo,diRlo,NOM,1,0.4,0.4,1.76,1.69,CVCCV,CVCCV,2,5,,
NA,x,x,44570,disco,disko,ADJ,1,1.77,1.76,0.34,0.34,CVCCV,CVCCV,2,5,,
NA,x,x,44571,disco,disko,NOM,1,1.81,1.79,0.34,0.34,CVCCV,CVCCV,2,5,,
NA,x,x,44705,diseur,diz9R,NOM,1,0.53,0.26,0.68,0.14,CVCVC,CVCVVC,2,6,,
NA,x,x,44906,dispo,dispo,ADJ,1,0.44,0.44,0,0,CVCCV,CVCCV,2,5,,
NA,x,x,45615,dixie,diksi,NOM,1,1.4,1.4,0,0,CVCCV,CVCVV,2,5,,
NA,,,45970,donneur,don9R,ADJ,1,0.91,0.53,0.68,0.27,CVCVC,CVCCVVC,2,7,,
NA,x,x,45987,donzelle,d§zEl,NOM,1,0.48,0.41,1.22,0.81,CVCVC,CVCCVCCV,2,8,,
NA,,,46007,dorade,doRad,NOM,1,0.62,0.22,0.47,0.14,CVCVC,CVCVCV,2,6,,
NA,,,46108,dosage,dozaZ,NOM,1,1.89,1.67,1.69,1.62,CVCVC,CVCVCV,2,6,,
NA,x,x,46188,doublé,duble,ADJ,1,0.54,0.34,1.22,0.68,CVCCV,CVVCCV,2,6,,
NA,x,x,46189,doublé,duble,NOM,1,0.71,0.71,0.81,0.68,CVCCV,CVVCCV,2,6,,
NA,x,x,46275,doudoune,dudun,NOM,1,0.92,0.46,0.54,0.14,CVCVC,CVVCVVCV,2,8,,
NA,x,x,46868,durite,dyRit,NOM,1,0.5,0.47,0.07,0.07,CVCVC,CVCVCV,2,6,,
NA,x,x,59874,fadaise,fadEz,NOM,1,0.62,0,1.49,0.07,CVCVC,CVCVVCV,2,7,,
NA,,,59892,fadeur,fad9R,NOM,1,0.32,0.32,1.82,1.49,CVCVC,CVCVVC,2,6,,
NA,x,x,60056,fakir,fakiR,NOM,1,0.72,0.45,1.22,0.88,CVCVC,CVCVC,2,5,,
NA,x,x,60256,fantoche,f@tOS,NOM,1,0.48,0.21,1.28,0.47,CVCVC,CVCCVCCV,2,8,,
NA,x,x,60265,fanzine,f@zin,NOM,1,0.49,0.17,0.07,0,CVCVC,CVCCVCV,2,7,,
NA,x,x,60271,farad,faRad,NOM,1,0.75,0.75,0.07,0,CVCVC,CVCVC,2,5,,
NA,x,x,60368,farsi,faRsi,NOM,1,0.39,0.39,0,0,CVCCV,CVCCV,2,5,,
NA,,,60579,faussaire,fosER,NOM,1,1.22,0.89,1.35,0.95,CVCVC,CVVCCVVCV,2,9,,
NA,,,60597,fausseté,foste,NOM,1,0.75,0.75,1.08,1.08,CVCCV,CVVCCVCV,2,8,,
NA,x,x,60614,fauteur,fot9R,NOM,1,0.88,0.31,1.82,0.88,CVCVC,CVVCVVC,2,7,,
NA,x,x,60777,feeling,filiG,NOM,1,1.53,1.3,0.54,0.54,CVCVC,CVVCVCC,2,7,,
NA,x,x,60797,feignasse,fENas,ADJ,1,0.41,0.39,0.27,0.2,CVCVC,CVVCCVCCV,2,9,,
NA,x,x,60798,feignasse,fENas,NOM,1,0.72,0.52,0.2,0.14,CVCVC,CVVCCVCCV,2,9,,
NA,,,60953,fémur,femyR,NOM,1,1.48,1.42,0.81,0.61,CVCVC,CVCVC,2,5,,
NA,x,x,61292,fêtard,fEtaR,NOM,1,0.77,0.34,1.22,0.2,CVCVC,CVCVCC,2,6,,
NA,x,x,61994,finish,finiS,NOM,1,0.32,0.32,0.61,0.61,CVCVC,CVCVCC,2,6,,
NA,,,62829,focal,fokal,ADJ,1,0.68,0.25,0.07,0.07,CVCVC,CVCVC,2,5,,
NA,x,x,62844,foetal,fetal,ADJ,1,1.05,0.27,1.35,0.34,CVCVC,CVVCVC,2,6,,
NA,,,62986,fonceur,f§s9R,NOM,1,0.72,0.42,0.14,0.14,CVCVC,CVCCVVC,2,7,,
NA,x,x,63088,fondeur,f§d9R,NOM,1,0.34,0.34,0.41,0.41,CVCVC,CVCCVVC,2,7,,
NA,x,x,63147,footing,futiG,NOM,1,0.45,0.45,0.34,0.34,CVCVC,CVVCVCC,2,7,,
NA,,,63148,forage,foRaZ,NOM,1,0.91,0.82,0.27,0.2,CVCVC,CVCVCV,2,6,,
NA,,,63238,foreur,fOR9R,ADJ,1,0.43,0.42,0,0,CVCVC,CVCVVC,2,6,,
NA,x,x,63239,foreur,fOR9R,NOM,1,1.2,0.23,0.2,0,CVCVC,CVCVVC,2,6,,
NA,,,63248,forfait,fORfE,VER,1,0.94,0.94,0.68,0.68,CVCCV,CVCCVVC,2,7,,
NA,x,x,63473,forum,foROm,NOM,1,1.4,1.14,1.08,0.95,CVCVC,CVCVC,2,5,,
NA,x,x,63564,foufoune,fufun,NOM,1,0.69,0.57,0,0,CVCVC,CVVCVVCV,2,8,,
NA,,,63723,fourcher,fuRSe,VER,1,0.33,0.03,0.27,0,CVCCV,CVVCCCVC,2,8,,
NA,,,63732,fourchu,fuRSy,ADJ,1,0.75,0.17,1.42,0.27,CVCCV,CVVCCCV,2,7,,
NA,x,x,63920,fouteur,fut9R,NOM,1,0.54,0.46,0.07,0.07,CVCVC,CVVCVVC,2,7,,
NA,x,x,65140,fugueur,fyg9R,NOM,1,0.83,0.16,0.81,0.27,CVCVC,CVCVVVC,2,7,,
NA,x,x,65320,funky,f9nki,ADJ,1,1.51,1.51,0.07,0.07,CVCCV,CVCCV,2,5,,
NA,x,x,65488,futal,fytal,NOM,1,0.72,0.68,0.54,0.47,CVCVC,CVCVC,2,5,,
NA,x,x,65606,gadjo,gadZo,NOM,1,0.54,0.54,0,0,CVCCV,CVCCV,2,5,,
NA,x,x,65651,gageure,gaZyR,NOM,1,0.49,0.35,1.28,1.28,CVCVC,CVCVVCV,2,7,,
NA,x,x,65699,gagneur,gaN9R,NOM,1,0.78,0.04,0.74,0,CVCVC,CVCCVVC,2,7,,
NA,x,,65902,galope,galOp,NOM,1,0.56,0.56,0.34,0.34,CVCVC,CVCVCV,2,6,,
NA,x,x,65984,gambette,g@bEt,NOM,1,0.33,0.02,0.74,0.2,CVCVC,CVCCVCCV,2,8,,
NA,x,x,66236,gardon,gaRd§,NOM,1,1.06,0.44,1.08,0.41,CVCCV,CVCCVC,2,6,,
NA,x,x,66245,garenne,gaREn,NOM,1,0.66,0.64,1.01,0.68,CVCVC,CVCVCCV,2,7,,
NA,x,x,66331,garrigue,gaRig,NOM,1,0.54,0.54,1.96,1.49,CVCVC,CVCCVCVV,2,8,,
NA,x,x,66344,gascon,gask§,ADJ,1,0.58,0.47,0.2,0.07,CVCCV,CVCCVC,2,6,,
NA,x,x,66345,gascon,gask§,NOM,1,0.44,0.38,0.27,0.07,CVCCV,CVCCVC,2,6,,
NA,,,66711,gélule,Zelyl,NOM,1,0.38,0.04,0.88,0.14,CVCVC,CVCVCV,2,6,,
NA,,,66877,gêneur,ZEn9R,NOM,1,0.95,0.85,1.01,0.54,CVCVC,CVCVVC,2,6,,
NA,x,x,66904,génique,Zenik,ADJ,1,0.4,0.4,0,0,CVCVC,CVCVCVV,2,7,,
NA,x,x,66906,génisse,Zenis,NOM,1,0.83,0.69,1.76,1.42,CVCVC,CVCVCCV,2,7,,
NA,x,x,66924,génome,Zenom,NOM,1,0.63,0.63,0,0,CVCVC,CVCVCV,2,6,,
NA,,,67406,givrer,ZivRe,VER,1,1.59,0.01,1.35,0.14,CVCCV,CVCCVC,2,6,,
NA,x,x,67876,goguette,gogEt,NOM,1,0.47,0.47,1.35,1.15,CVCVC,CVCVVCCV,2,8,,
NA,,,68091,gothique,gotik,NOM,1,0.66,0.57,1.49,1.35,CVCVC,CVCCVCVV,2,8,,
NA,x,x,68148,goulache,gulaS,NOM,1,0.46,0.46,0,0,CVCVC,CVVCVCCV,2,8,,
NA,x,x,68151,goulag,gulag,NOM,1,0.31,0.31,1.01,0.74,CVCVC,CVVCVC,2,6,,
NA,x,x,68159,goulette,gulEt,NOM,1,0.94,0.94,0.14,0.14,CVCVC,CVVCVCCV,2,8,,
NA,,,68242,gourmet,guRmE,NOM,1,0.97,0.89,1.55,0.81,CVCCV,CVVCCVC,2,7,,
NA,,,69768,guépard,gepaR,NOM,1,0.44,0.27,0.74,0.34,CVCVC,CVVCVCC,2,7,,
NA,x,x,69932,gugusse,gygys,NOM,1,1.12,1.06,0.27,0.27,CVCVC,CVCVCCV,2,7,,
NA,,,69945,guidage,gidaZ,NOM,1,1.19,1.19,0,0,CVCVC,CVVCVCV,2,7,,
NA,x,x,70088,gusto,gysto,ADV,1,0.88,0.88,0.14,0.14,CVCCV,CVCCV,2,5,,
NA,x,x,78955,jackpot,Zakpo,NOM,1,1.96,1.96,0.27,0.27,CVCCV,CVCCCVC,2,7,,
NA,x,x,79248,jaunisse,Zonis,NOM,1,0.51,0.51,0.41,0.34,CVCVC,CVVCVCCV,2,8,,
NA,x,x,79300,jerez,xeREs,NOM,1,0.67,0.67,0.68,0.68,CVCVC,CVCVC,2,5,,
NA,x,x,79311,jersey,ZERzE,NOM,1,0.51,0.51,1.69,1.62,CVCCV,CVCCVV,2,6,,
NA,x,x,79435,jobard,ZobaR,NOM,1,0.46,0.41,0.47,0.14,CVCVC,CVCVCC,2,6,,
NA,,,79644,joufflu,Zufly,NOM,1,0.47,0.46,0.2,0.2,CVCCV,CVVCCCV,2,7,,
NA,x,x,79721,jouvence,Zuv@s,NOM,1,0.81,0.81,1.35,1.35,CVCVC,CVVCVCCV,2,8,,
NA,x,x,79828,jugeote,ZyZOt,NOM,1,1.07,1.07,1.01,1.01,CVCVC,CVCVVCV,2,7,,
NA,,,79939,jupette,ZypEt,NOM,1,0.66,0.63,1.55,1.42,CVCVC,CVCVCCV,2,7,,
NA,x,x,80006,jusqu'au,Zysko,PRE,1,0.34,0.34,0.07,0.07,CVCCV,CVCCV'VV,2,8,,
NA,x,x,80007,jusqu'à,Zyska,PRE,1,0.81,0.81,0.27,0.27,CVCCV,CVCCV'V,2,7,,
NA,x,x,80148,karen,kaREn,ADJ,1,0.43,0.43,0,0,CVCVC,CVCVC,2,5,,
NA,x,x,80157,kasher,kaSER,ADJ,1,0.63,0.63,0.41,0.41,CVCVC,CVCCVC,2,6,,
NA,x,x,80172,kazakh,kazak,ADJ,1,0.33,0.13,0.07,0,CVCVC,CVCVCC,2,6,,
NA,x,x,80175,kebab,kebab,NOM,1,0.78,0.55,0.07,0.07,CVCVC,CVCVC,2,5,,
NA,x,x,80260,killer,kil9R,NOM,1,1.19,1.19,0.07,0.07,CVCVC,CVCCVC,2,6,,
